TYPE;FAILURECODE;DESCRIPTION
REMEDY;RESTABLECER;RESTABLECER
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALALIMCONT;FALLA DEBIDO A FALTA DE ALIMENTACION EN CONTROL
REMEDY;RESTABLECER;RESTABLECER
CAUSE;MOTORQUEMAD;MOTOR QUEMADO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALALIMCONT;FALLA DEBIDO A FALTA DE ALIMENTACION EN CONTROL
CAUSE;DANOMECANICO;DANO MECANICO EN EL MECANISMO DE ACCINAMIENTO
CAUSE;EJESUELTO;EJE DE ACOPLE SUELTO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;PRENSAESDEFE;PRENSAESTOPAS  GABINETE CONEXIONADO DEFECTUOSAS
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
FAILURECLASS;BOMBA;BOMBA
PROBLEM;FUGASELL;FUGA DE SELLO MECÁNICO
REMEDY;REPARAR;REPARAR
CAUSE;CARASELL;CARAS SELLO DAÑADAS
CAUSE;RODRECAL;RODAMIENTO RECALENTADO
REMEDY;REPARAR;REPARAR
CAUSE;FALLACOP;FALLA ACOPLE
CAUSE;DESBALAN;DESBALANCEADO
REMEDY;REPARAR;REPARAR
CAUSE;CAVITACI;CAVITACION
CAUSE;FALLTRAF;FALLA TRANSFORMADOR DE CONTROL
CAUSE;FUSQUEM;FUSIBLE QUEMADO
CAUSE;ARRANSOB;ARRANCADOR SOBRECALENTADO
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;DANO.CON;NO OPERA POR DANO EN SISTEMA DE CONTROL
CAUSE;INTAUXDI;INTERRUPTOR AUXILIAR DISPARADO
REMEDY;AJUSTAR;AJUSTAR
CAUSE;DESG.EMP;DESGASTE EMPAQUETADURA
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;BAJA.PRES;BAJA PRESIÓN
CAUSE;FILT.SUCIO;FILTRO SUCIO
PROBLEM;FAL.ENER;FALTA DE ENERGÍA
CAUSE;SOBR.CORR;SOBRE CORRIENTE
REMEDY;LIMPIAR;LIMPIAR
CAUSE;FALL.MECA;FALLA MECANICA
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;NIVEL_OIL_BAJO;BAJO NIVEL DE ACEITE
CAUSE;NIVEL_OIL_BAJO;BAJO NIVEL DE ACEITE
CAUSE;BATERIA_FALLA;BATERIA DESCARGADA O DEFECTUOSA
PROBLEM;NO_OPERA;NO OPERA EL EQUIPO
PROBLEM;OPERA_LENTO;EL EQUIPO OPERA LENTO
CAUSE;LIN_AIRE_ROTA;LINEAS NEUMATICAS DESGASTADAS O ROTAS
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;ACCESORIO;FALLA EN ACCESORIO (VALVULA, SELLO, EMPAQUE, BRIDA)
REMEDY;REPARAR;REPARAR
CAUSE;VASDETER;VASTAGO DETERIORADO
PROBLEM;POTBAJA;POTENCIA BAJA
REMEDY;CAMBIAR;CAMBIAR
CAUSE;ACCESORIO;FALLA EN ACCESORIO (VALVULA, SELLO, EMPAQUE, BRIDA)
CAUSE;SOBCARGA;SOBRECARGA
REMEDY;CAMBIAR;CAMBIAR
REMEDY;RESTABLECER;RESTABLECER
CAUSE;SOBREPRESION;SOBREPRESION INTERNA EN EL POLO DEL INTERRUPTOR
PROBLEM;NOVISUAPRESI;NO SE VISUALIZA LA PRESION
CAUSE;FALALIMCONT;FALLA DEBIDO A FALTA DE ALIMENTACION EN CONTROL
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
CAUSE;EJESUELTO;EJE DE ACOPLE SUELTO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;RESTABLECER;RESTABLECER
CAUSE;FALALIMBLOQ;FALTA DE ALIMENTACION CIRCUITO DE BLOQUEO
PROBLEM;HUMEGABICONT;HUMEDAD EN GABINETE DE CONTROL
CAUSE;GABINETEROTO;GABINETE DE CONTROL ROTO
REMEDY;REPARAR;REPARAR
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
CAUSE;DESCALIBRACION;BRAZOS DE ACCIONAMIENTO DESCALIBRADOS
CAUSE;MICROSUICDES;MICROSUICHE CARGA RESORTES E MAL CALIBRADO
CAUSE;DESCALIBRACION;BRAZOS DE ACCIONAMIENTO DESCALIBRADOS
REMEDY;CALIBRAR;CALIBRAR
REMEDY;RESTABLECER;RESTABLECER
REMEDY;CAMBIAR;CAMBIAR
CAUSE;CONEXIONDEFE;CONEXION EXTERNA DEFECTUOSA
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALLACONTVEN;FALLA EN EL CONTROL DE LOS VENTILADORES
CAUSE;FALLACONMEOP;FALLA CONTROL MECANISMO OPERACIÓN CAMBIADOR
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;SUCIEDAD;TRANSFORMADOR  DE POTENCIAL CORROIDO
REMEDY;PINTAR;PINTAR
PROBLEM;FALLAAPERTUR;NO ABRE
REMEDY;ACOPLAR;ACOPLAR
CAUSE;BOBINAQUEMAD;FALLA DEBIDO A BOBINA DE CIERRE/APERT QUEMADA
CAUSE;DESCALIBRACION;BRAZOS DE ACCIONAMIENTO DESCALIBRADOS
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
REMEDY;CAMBIAR;CAMBIAR
CAUSE;AMORTIDANADO;AMORTIGUADOR DE CIERRE DEFECTUOSO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CALIBRAR;CALIBRAR
CAUSE;GATILLODANAD;GATILLO APERTURA/CIERRE DEFECTUOSO
CAUSE;SUCIEDAD;TRANSFORMADOR  DE POTENCIAL CORROIDO
CAUSE;HUNDIMTERRE;HUNDIMIENTO DEL TERRENO
PROBLEM;PERDIDAGALVI;PERDIDA DE GALVANIZADO EN ESTRUCTURAS
CAUSE;PRENSAESDEFE;PRENSAESTOPAS  GABINETE CONEXIONADO DEFECTUOSAS
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;RESTABLECER;RESTABLECER
REMEDY;REPARAR;REPARAR
CAUSE;SOBREPRESION;SOBREPRESION INTERNA EN EL POLO DEL INTERRUPTOR
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;CONTACTODEFE;CONTACTO  DE PÓTENCIA AL BARRAJE DEFECTUOSO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;SUCIEDAD;SUCIEDAD O CONTAMINACION EN EL EQUIPO
REMEDY;LIMPIAR;LIMPIAR
CAUSE;CORROSION;CORROSION
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REARMAR;REARMAR
PROBLEM;NOENVSENALAR;NO ENVIA SENAL ALARMA
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
REMEDY;CAMBIAR;CAMBIAR
CAUSE;TANQUEPERFOR;TANQUE PERFORADO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
REMEDY;LIMPIAR;LIMPIAR
CAUSE;TIRISTORFALL;TIRISTORES EN CORTOCIRCUITO
CAUSE;TARJCONTMALA;TARJETA DE CONTROL MALA
REMEDY;REPARAR;REPARAR
CAUSE;BREAKERABIER;BREAKER DE PROTECCION ABIERTO
REMEDY;REPARAR;REPARAR
CAUSE;INSTRUFALLA;INSTRUMENTACION FALLADA
CAUSE;PROTECTOR;DANO PROTECTOR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;BBA_HCA_MAL_IN;INCORRECTA INSTALACION MECANICA DE LA BOMBA HIDRAULICA
CAUSE;BATERIA_FALLA;BATERIA DESCARGADA O DEFECTUOSA
REMEDY;REPARAR;REPARAR
CAUSE;FUGA_OIL;FUGA DE ACEITE
REMEDY;REMPLAZAR;REMPLAZAR
CAUSE;SINCRO_DESGAST;SINCRONISMOS O ENGRANAJES DESGASTADOS O DAÑADOS
REMEDY;CORREGIR;CORREGIR
REMEDY;REPONER;REPONER
REMEDY;REPARAR;REPARAR
REMEDY;REPONER;REPONER
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REMPLAZAR;REMPLAZAR
PROBLEM;MANDOSF_FALLA;MANDOS FINALES EN FALLA
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;AJUSTAR;AJUSTAR
CAUSE;ROSCA_DESAJUST;ROSCA DESGASTADA, DESAJUSTADA
REMEDY;AJUSTAR;AJUSTAR
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REPONER;REPONER
CAUSE;ENGR_DESGASTE;ENGRANAJES EN FALLA POR DESGASTE
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;AJUSTAR;AJUSTAR
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REPARAR;REPARAR
PROBLEM;CONECTDEFECT;CONECTOR DEFECTUOSO
PROBLEM;NOLUCEACEPTA;NO LUCE ACEPTABLE
PROBLEM;FALL.PT;FALLA DE PUESTA A TIERRA
PROBLEM;NOENVSENALAR;NO ENVIA SENAL ALARMA
CAUSE;FALALIMSEN;FALTA  ALIMENTACION EN EL CIRCUITO DE SENALIZACION
REMEDY;RESTABLECER;RESTABLECER
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
CAUSE;CABTIERROTO;CABLE DE PUESTA A TIERRA CON HILOS ROTOS
FAILURECLASS;GEDIESEL;GRUPO ELECTROGENO PLANTA DE MERGENCIA
CAUSE;DANOGENEELEC;DANO GENERADOR ELECTRICO
CAUSE;NOSUMICOMB;NO HAY SUMINISTRO DE COMBUSTIBLE
REMEDY;LIMPIAR;LIMPIAR
CAUSE;CARTERPERFOR;CARTER PERFORADO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
CAUSE;DANOREGUVELO;DANO EN EL REGULADOR DE VELOCIDAD
PROBLEM;NOENSAYAUTO;NO ENSAYA AUTOMATICAMENTE
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;FALLAVIBRACION;FALLA BIELAS POR VIBRACION
CAUSE;FALLA.ARRANQUE;FALLA SISTEMA DE ARRANQUE
REMEDY;REPARAR;REPARAR
CAUSE;FALLA.AISLAM;FALLA AISLAMIENTO ELECTRICO ENTRE FASES
REMEDY;CAMBIAR;CAMBIAR
CAUSE;DESBALAN;DESBALANCEADO
REMEDY;BALANCEA;BALANCEAR
REMEDY;REPARAR;REPARAR
CAUSE;RODRECAL;RODAMIENTO RECALENTADO
REMEDY;REPARAR;REPARAR
CAUSE;EMPDANA;EMPAQUETADURA DAÑADA
PROBLEM;FRENADO;FRENADO
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;RUI.EXC;RUIDO EXCESIVO
FAILURECLASS;MECGEN;MECANICOS Y ESTACIONARIOS GENERICO
PROBLEM;ROTURA;ROTURA
REMEDY;REPARAR;REPARAR
CAUSE;DESGASTE;DESGASTE, CORROSION, GRIETAS, FISURAS EN EL EQUIPO
REMEDY;REPARAR;REPARAR
CAUSE;ATENTADO;ATENTADO
CAUSE;DESPLTER;DESPLAZAMIENTO DEL TERRENO, DESLIZAMIENTO, EROSION
REMEDY;REPARAR;REPARAR
FAILURECLASS;CONTGEN;CONTROL E INSTRUMENTACION GENERICO
PROBLEM;NO.RESPU;NO HAY RESPUESTA ANTE CAMBIOS
REMEDY;INSPECCI;INSPECCIONAR
PROBLEM;CONTDEFIC;CONTROL DEFICIENTE
REMEDY;CONECTAR;CONECTAR
CAUSE;DETERIOR;DETERIORO
PROBLEM;SINENERG;SIN ENERGIA
REMEDY;REPARAR;REPARAR
REMEDY;REINICIAR;REINICIAR
REMEDY;REPROGRA;REPROGRAMAR
REMEDY;REVISAR;REVISAR
CAUSE;PROTECTOR;DANO PROTECTOR
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;OUTDOOR;OUTDOOR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;MOVER;MOVER
REMEDY;CAMBIAR;CAMBIAR
CAUSE;PUERTO;DANO EN PUERTO
CAUSE;HURTO;HURTO
CAUSE;DANOTOTAL;DANO TOTAL
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;SIST_OPERATIV;SISTEMA OPERATIVO
CAUSE;QUEMADO;COMPONENTE QUEMADO
PROBLEM;VRF;VIRTUAL ROUTE FORWARDING
CAUSE;PERDI.CONFIG;PERDIDAD DE CONFIGURACION
REMEDY;CONFIGURAR;CONFIGURAR
PROBLEM;TARJETAPPAL;TARJETA PRINCIPAL
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;CONFIGURACION;CONFIGURACION
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
FAILURECLASS;CONCENTRADOR;CONCENTRADOR DE DATOS
REMEDY;CAMBIAR;CAMBIAR
CAUSE;INTERRU.APAG;INTERRUPTOR APAGADO
REMEDY;AJUSTAR;AJUSTAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;BSAP.CORRUP;DRIVER BSAP CORRUPTO
REMEDY;RESET_LOCAL;REINICIO LOCAL
CAUSE;CONECTOR;CONECTOR DANADO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;RESET_REMOTO;REINICIO REMOTO
CAUSE;INTERRU.APAG;INTERRUPTOR APAGADO
REMEDY;RESET_REMOTO;REINICIO REMOTO
CAUSE;MODBUS.CORRUP;DRIVER MODBUS CORRUPTO
CAUSE;CABLE;CABLE DANADO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;AJUSTAR;AJUSTAR
REMEDY;CONFIGURAR;CONFIGURAR
REMEDY;AJUSTAR;AJUSTAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CONFIGURAR;CONFIGURAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;MODU.DO;MODULO SALIDA DIGITAL
REMEDY;CONFIGUR;CONFIGURAR
CAUSE;MODU.AO;MODULO SALIDA ANALOGA
REMEDY;CONFIGUR;CONCENTRADOR DESCONFIGURADO
REMEDY;CONFIGUR;CONFIGURAR
REMEDY;CORREGIR;CORREGIR
PROBLEM;BOMBARESERV;NO ARRANCA LA BOMBA DE RESERVA
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;NOALIVPRESI;NO PERMITE EL ALIVIO DE SOBRE PRESIÓN
PROBLEM;VOL_RNG;SALIDA DE VOLTAJE FUERA DE RANGO
CAUSE;DANOTARJCONT;DANO EN LA TARJETA DE CONTROL
REMEDY;CORREGIR;CORREGIR
REMEDY;RESTABLECER;RESTABLECER
REMEDY;CALIBRAR;CALIBRAR
REMEDY;CORREGIR;CORREGIR
PROBLEM;VARIACIVELOCID;NO REGULA VELOCIDAD
CAUSE;DANSENSOR;DANO DEL SENSOR
CAUSE;DESG.OBS;ENVEJECIMIENTO DEL MATERIAL
REMEDY;LIMPIAR;LIMPIAR
CAUSE;FALLA.ELECTROV;FALLA ELECTROVALVULAS
REMEDY;CAMBIAR;CAMBIAR
CAUSE;ELU;FUGA ACEITE
REMEDY;REPARAR;REPARAR
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
CAUSE;DESGASTE;DESGASTE, CORROSION, GRIETAS, FISURAS EN EL EQUIPO
CAUSE;DEFIMATE;DEFICIENCIA DE MATERIAL ANTIFRICCION
REMEDY;CAMBIAR;CAMBIAR
CAUSE;SOBRECARGA;SOBRECARGA
PROBLEM;FALLMOTOR;FALLA MOTORES
CAUSE;DESCARCABLE;DESCARRILAMIENTO DE CABLE
REMEDY;REPARAR;REPARAR
REMEDY;CORREGIR;CORREGIR
REMEDY;CORREGIR;CORREGIR
CAUSE;RELEDEFECT;RELES DEFECTUOSOS
FAILURECLASS;COJINETE;COJINETE
CAUSE;REIN.TRAND;REINICIO DEL TRANSDUCTOR DE NIVEL GENERA ALARMAS EVENTOS DE ALARMAS EN EL SCADA
CAUSE;DANOINSTRUMEN;DANO DE INSTRUMENTOS
CAUSE;AMORTISOPORTE;DEFORMACION AMORTIGUADORES DE SOPORTE
REMEDY;DESOBSTRUIR;DESOBSTRUIR
PROBLEM;NO.CONTRS.EQALA;NO REALIZA EL CONTROL , SENALIZACION, ESTADO DEL EQUIPO Y ALARMAS
REMEDY;CAMBIAR;CAMBIAR
CAUSE;BAJVOLTALIMEN;BAJO O NULO VOLTAJE DE ALIMENTACION
CAUSE;TARJ.SALFALL;TARJETA DE SALIDAS DEGITALES EN FALLA
CAUSE;TARJ.ENTFALL;TARJETA DE ENTRADAS DIGITALES EN FALLA
PROBLEM;SENAL.ERRA;SENAL ERRATICA ANALOGIA O DIGITAL
CAUSE;VOLTFUERAN;VOLTAJE DEL PLC FUERA DE RANGO
REMEDY;ASEGURAR;ASEGURAR
REMEDY;REPARAR;REPARAR
CAUSE;VIDA.UT;FIN DE VIDA UTIL
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;FABRICAC;DEFECTO DE FABRICACION (TUBO/ACCESORIO DEFECTUOSO)
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;QUEM.INS;QUEMADO POR INSTALACION NO ACORDE AL DISENO
CAUSE;INSTALAC;DEFECTO DE CONSTRUCCION, INSTALACION, MONTAJE
REMEDY;REPONER;REPONER
CAUSE;CAPA.VF;SOBRECARGA POR OPERACION FUERA DE CAP DE DISENO
REMEDY;AJUSTAR;AJUSTAR
CAUSE;CORT.ANI;CORTOCIRCUITO POR ANIMALES
REMEDY;AJUSTAR;AJUSTAR
REMEDY;N/A;NO APLICA
CAUSE;LDEST;LINEA DESTEMPLADA
CAUSE;FRACTURA;FRACTURA
CAUSE;MAT.DESC;PRESENCIA DE ELEMENTOS EXTRAÑOS EN LA VALVULA
REMEDY;REPARAR;REPARAR
PROBLEM;NO.SELLA;VALVULA NO SELLA
CAUSE;SELL.MAL;SELLO MALO
REMEDY;REVISAR;REVISAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;ALTA.PRES;ALTA PRESION
CAUSE;DESAJUSVALV;VALVULA DESAJUSTADA O BLOQUEADA
CAUSE;NOCIERVALV;NO CIERRA LA VÁLVULA
REMEDY;REPARAR;REPARAR
PROBLEM;FUGAINT;FUGA INTERNA
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;BLOQUEOMECAN;BLOQUEO MECANICO DEFECTUOSO
REMEDY;CALIBRAR;CALIBRAR
CAUSE;BOBINAQUEMAD;FALLA DEBIDO A BOBINA DE CIERRE/APERT QUEMADA
REMEDY;LIMPIAR;LIMPIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;RECORRINCOMP;RECORRIDO INCOMPLETO DE LOS BRAZOS
CAUSE;CABTIERROTO;CABLE DE PUESTA A TIERRA CON HILOS ROTOS
CAUSE;FUNDACDETERI;FUNDACION DETERIORADA
PROBLEM;PERDIDAGALVI;PERDIDA DE GALVANIZADO EN ESTRUCTURAS
PROBLEM;FLUJINTE;FLUJO INTERMITENTE
CAUSE;CORREXT;CORROSION EXTERNA
CAUSE;EJEDOBLA;EJE DOBLADO
REMEDY;REPARAR;REPARAR
PROBLEM;NOCIERRA;MANDO NO CIERRA
PROBLEM;INTDISPA;INTERRUPTOR DISPARADO FRECUENTEMENTE
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;MOT.FAL;MOTOR FALLADO
CAUSE;DES.DESC;DANO DE DISPOSITIVO DE OPERACION MANUAL
FAILURECLASS;COMPRESOR;COMPRESOR
REMEDY;RESTABLECER;RESTABLECER
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
PROBLEM;ALTA.PRES;ALTA PRESION
CAUSE;DESG.VALV;DESGASTE EN VALVULAS
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REMPLAZAR;REMPLAZAR
CAUSE;LLANTA_DESGAST;LLANTAS EN FALLA POR DESGASTE
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;CARGAR;CARGAR
REMEDY;REMPLAZAR;REMPLAZAR
CAUSE;CORTO_SIST_ELE;CORTO EN EL SISTEMA ELECTRICO
REMEDY;REPARAR;REPARAR
CAUSE;BATERIA_FALLA;BATERIA DESCARGADA O DEFECTUOSA
REMEDY;CARGAR;CARGAR
CAUSE;CORTO_SIST_ELE;CORTO EN EL SISTEMA ELECTRICO
REMEDY;REMPLAZAR;REMPLAZAR
CAUSE;VASCORROI;VASTAGO CORROIDO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;DESGASTE;DESGASTE, CORROSION, GRIETAS, FISURAS EN EL EQUIPO
PROBLEM;FUGA;FUGA
REMEDY;REPARAR;REPARAR
FAILURECLASS;INTERSF6M;INTERRUPTOR CON MEDIO DE EXTINCION SF6-MECANICO
REMEDY;ACOPLAR;ACOPLAR
PROBLEM;FALLAAPERTUR;NO ABRE
CAUSE;BOBINAQUEMAD;FALLA DEBIDO A BOBINA DE CIERRE/APERT QUEMADA
PROBLEM;NOENVSENALAR;NO ENVIA SENAL ALARMA
CAUSE;CONTACDANADO;CONTACTO DEL INSTRUMENTO DANADO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;AMORTIDANADO;AMORTIGUADOR DE CIERRE DEFECTUOSO
CAUSE;GATILLODANAD;GATILLO APERTURA/CIERRE DEFECTUOSO
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
REMEDY;REPARAR;REPARAR
CAUSE;FALALIMSEN;FALTA  ALIMENTACION EN EL CIRCUITO DE SENALIZACION
REMEDY;CAMBIAR;CAMBIAR
CAUSE;BUJEFALLADO;BUJE DEL TRANSFORMADOR FALLADO
CAUSE;EMPAQUEDANAD;EMPAQUETADURA DANADA
REMEDY;REPARAR;REPARAR
CAUSE;DAMECOPSELRU;DANO ENTRE MECANISMO OPERACION Y SELECTOR RUPTOR
CAUSE;REGUTENSMALO;REGULADOR DE TENSION MALO
CAUSE;PRENSAESDEFE;PRENSAESTOPAS  GABINETE CONEXIONADO DEFECTUOSAS
CAUSE;CABLESUELTO;CABLE DE PUESTA A TIERRA SUELTO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;TRINQUEPEGAD;TRINQUETE DE CIERRE/APERT PEGADO
REMEDY;LUBRICAR;LUBRICAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
REMEDY;LIMPIAR;LIMPIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;BIELAREVENTA;BIELA REVENTADA
CAUSE;EJESUELTO;EJE DE ACOPLE SUELTO
REMEDY;CALIBRAR;CALIBRAR
PROBLEM;TIEMAPER30;TIEMPO DE APERTURA SUPERIOR A 30 mS
PROBLEM;TIEMCIER130;TIEMPO DE CIERRE SUPERIOR A 130 mS
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALALIMSEN;FALTA  ALIMENTACION EN EL CIRCUITO DE SENALIZACION
PROBLEM;DANOINFRAEST;DANO INFRAESTUCTURA DE SOPORTE
CAUSE;DESINTEGRACION;DESINTEGRACION DEL CONCRETO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
FAILURECLASS;INTERVAC;INTERRUPTOR CON MEDIO DE EXTINCION EN VACIO
CAUSE;FALALIMCONT;FALLA DEBIDO A FALTA DE ALIMENTACION EN CONTROL
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALALIMCONT;FALLA DEBIDO A FALTA DE ALIMENTACION EN CONTROL
CAUSE;DANOMECANICO;DANO MECANICO EN EL MECANISMO DE ACCINAMIENTO
CAUSE;MOTORQUEMAD;MOTOR QUEMADO
CAUSE;CALENTAMIENTO;CALENTAMIENTO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FALALIMSEN;FALTA  ALIMENTACION EN EL CIRCUITO DE SENALIZACION
REMEDY;CAMBIAR;CAMBIAR
CAUSE;EMPAQUEDANAD;EMPAQUETADURA DANADA
CAUSE;FUNDACDETERI;FUNDACION DETERIORADA
PROBLEM;NOLUCEACEPTA;NO LUCE ACEPTABLE
CAUSE;SUCIEDAD;TRANSFORMADOR  DE POTENCIAL CORROIDO
CAUSE;SIUICHEMALO;SUICHE MALO
PROBLEM;VAELFUERANGO;VARIABLE ELECTRICA ENTREGADA FUERA DE RANGO
REMEDY;CAMBIAR;CAMBIAR
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
PROBLEM;NOLUCEACEPTA;NO LUCE ACEPTABLE
PROBLEM;BATERIA;BATERIA
REMEDY;CARGAR;CARGAR
PROBLEM;TARJETAPPAL;TARJETA PRINCIPAL
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
CAUSE;BBA_HCA_FALLA;BOMBA HIDRAULICA EN FALLA
REMEDY;CARGAR;CARGAR
REMEDY;REPARAR;REPARAR
CAUSE;DESGASTE_USO;DESGASTE POR USO
PROBLEM;CAJATRAN_FALLA;CAJA DE TRANSFERENCIA EN FALLA
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REPARAR;REPARAR
CAUSE;NIVEL_HCO_BAJO;BAJO NIVEL DE FLUIDO HIDRAULICO
CAUSE;FUSIBLE_MALO;FUSIBLES DEFECTUOSOS
REMEDY;REMPLAZAR;REMPLAZAR
CAUSE;NIV_REFRI_BAJO;BAJO NIVEL DE REFRIGERANTE
CAUSE;LIN_ENFRI_ROTA;LINEAS DEL SISTEMA DE ENFRIAMIENTO DESGASTADAS O ROTAS
REMEDY;LIMPIAR;LIMPIAR
REMEDY;REPONER;REPONER
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REMPLAZAR;REMPLAZAR
REMEDY;REPONER;REPONER
CAUSE;ALINEAC_DESVIA;ALINEACION DE LLANTAS DESVIADA
REMEDY;REPONER;REPONER
CAUSE;ALINEAC_DESVIA;ALINEACION DE LLANTAS DESVIADA
CAUSE;NIVEL_OIL_BAJO;BAJO NIVEL DE ACEITE
CAUSE;BATERIA_FALLA;BATERIA DESCARGADA O DEFECTUOSA
REMEDY;REPARAR;REPARAR
CAUSE;LIN_AIRE_ROTA;LINEAS NEUMATICAS DESGASTADAS O ROTAS
CAUSE;COMPRESO_FALLA;COMPRESOR EN FALLA
FAILURECLASS;DPS;DISPOSTIVO PROTECCION SOBRETENSIONES
PROBLEM;CABPUETIEFAL;CABLE DE PUESTA A TIERRA SUELTO O EN MAL ESTADO /AUSENTE
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FUNDACDETERI;FUNDACION DETERIORADA
CAUSE;PERDIDAISLAMI;PERDIDA DE AISLAMIENTO
FAILURECLASS;TABLEDIST;TABLERO DISTRIBUCION SERVICIOS AUXILIARES CA Y CD
PROBLEM;FALTAALIMENT;FALTA ALIMENTACION DE CA/CD
CAUSE;DEFORMACION;DEFORMACION
REMEDY;CAMBIAR;CAMBIAR
